id_local,id_distrito_local,desc_distrito_local,id_barrio_local,desc_barrio_local,cod_barrio_local,id_seccion_censal_local,desc_seccion_censal_local,coordenada_x_local,coordenada_y_local,id_tipo_acceso_local,desc_tipo_acceso_local,id_situacion_local,desc_situacion_local,id_vial_edificio,clase_vial_edificio,desc_vial_edificio,id_ndp_edificio,id_clase_ndp_edificio,nom_edificio,num_edificio,cal_edificio,secuencial_local_PC,id_vial_acceso,clase_vial_acceso,desc_vial_acceso,id_ndp_acceso,id_clase_ndp_acceso,nom_acceso,num_acceso,cal_acceso,coordenada_x_agrupacion,coordenada_y_agrupacion,id_agrupacion,nombre_agrupacion,id_tipo_agrup,desc_tipo_agrup,id_planta_agrupado,id_local_agrupado,rotulo,id_seccion,desc_seccion,id_division,desc_division,id_epigrafe,desc_epigrafe,fx_carga,calle_norm,numero_norm,clave_cruce,lat_censo,lon_censo
10000003,1.0,CENTRO              ,104.0,JUSTICIA            ,4.0,1088.0,88,440554.59,4475338.53,1,Puerta Calle,1,Abierto,92900.0,CALLE                   ,BARCELO                                           ,11005235,1,NUM,5.0,  ,10,92900.0,CALLE                   ,BARCELO                                           ,11005235.0,1.0,NUM,5.0,  ,,,,,,,1,03,VITACA,I,HOSTELERÍA,56,SERVICIOS DE COMIDAS Y BEBIDAS,561004,BAR RESTAURANTE,13/09/2026,BARCELO,5,BARCELO|5,40.426558398308345,-3.70078794547475
10000004,1.0,CENTRO              ,105.0,UNIVERSIDAD         ,5.0,1106.0,106,439945.6,4475591.53,1,Puerta Calle,1,Abierto,4700.0,CALLE                   ,ACUERDO                                           ,11006452,1,NUM,31.0,  ,10,4700.0,CALLE                   ,ACUERDO                                           ,11006452.0,1.0,NUM,31.0,  ,,,,,,,1,02,ZAATAR & CO,I,HOSTELERÍA,56,SERVICIOS DE COMIDAS Y BEBIDAS,561001,RESTAURANTE,13/09/2026,ACUERDO,31,ACUERDO|31,40.42879379733692,-3.707990567350437
10000052,1.0,CENTRO              ,104.0,JUSTICIA            ,4.0,1082.0,82,440875.59,4475142.52,1,Puerta Calle,1,Abierto,678900.0,TRAVESIA                ,SAN MATEO                                         ,11005006,1,NUM,17.0,  ,10,576200.0,CALLE                   ,PELAYO                                            ,11004968.0,1.0,NUM,57.0,  ,,,,,,,1,IZ,MUNE,I,HOSTELERÍA,56,SERVICIOS DE COMIDAS Y BEBIDAS,561004,BAR RESTAURANTE,13/09/2026,SAN MATEO,17,SAN MATEO|17,40.424815522972786,-3.696985791012152
10000071,1.0,CENTRO              ,106.0,SOL                 ,6.0,1119.0,119,440388.59,4474077.53,1,Puerta Calle,1,Abierto,93000.0,CALLE                   ,BARCELONA                                         ,11007454,1,NUM,12.0,  ,10,93000.0,CALLE                   ,BARCELONA                                         ,11007454.0,1.0,NUM,12.0,  ,,,,,,,1,IZ,LA DESCUBIERTA,I,HOSTELERÍA,56,SERVICIOS DE COMIDAS Y BEBIDAS,561001,RESTAURANTE,13/09/2026,BARCELONA,12,BARCELONA|12,40.415186843723276,-3.702626541025942
10000097,1.0,CENTRO              ,104.0,JUSTICIA            ,4.0,1077.0,77,440851.59,4474857.52,1,Puerta Calle,1,Abierto,81800.0,CALLE                   ,AUGUSTO FIGUEROA                                  ,11004589,1,NUM,37.0,  ,20,437400.0,CALLE                   ,LIBERTAD                                          ,11004588.0,1.0,NUM,31.0,  ,,,,,,,1,02,"GRACIAS, PADRE",I,HOSTELERÍA,56,SERVICIOS DE COMIDAS Y BEBIDAS,561001,RESTAURANTE,13/09/2026,AUGUSTO FIGUEROA,37,AUGUSTO FIGUEROA|37,40.42224640226109,-3.6972421836449936
10000264,1.0,CENTRO              ,106.0,SOL                 ,6.0,1124.0,124,440226.59,4474520.53,1,Puerta Calle,1,Abierto,505100.0,CALLE                   ,MESONERO ROMANOS                                  ,11007866,1,NUM,4.0,  ,10,505100.0,CALLE                   ,MESONERO ROMANOS                                  ,11007866.0,1.0,NUM,4.0,  ,,,,,,,1,DR,VALDEMESO,I,HOSTELERÍA,56,SERVICIOS DE COMIDAS Y BEBIDAS,561004,BAR RESTAURANTE,13/09/2026,MESONERO ROMANOS,4,MESONERO ROMANOS|4,40.41916597642216,-3.704577492346443
10000284,1.0,CENTRO              ,103.0,CORTES              ,3.0,1065.0,65,440755.59,4473926.52,1,Puerta Calle,1,Abierto,441000.0,CALLE                   ,LOPE DE VEGA                                      ,11003525,1,NUM,9.0,  ,10,441000.0,CALLE                   ,LOPE DE VEGA                                      ,11003525.0,1.0,NUM,9.0,  ,,,,,,,1,01,RESTAURANTE DAR MONA,I,HOSTELERÍA,56,SERVICIOS DE COMIDAS Y BEBIDAS,561001,RESTAURANTE,13/09/2026,LOPE DE VEGA,9,LOPE DE VEGA|9,40.41385267792257,-3.6982870352777617
10000325,1.0,CENTRO              ,101.0,PALACIO             ,1.0,1006.0,6,439756.6,4474372.53,1,Puerta Calle,1,Abierto,776900.0,CALLE                   ,VERGARA                                           ,11000323,1,NUM,1.0,  ,10,776900.0,CALLE                   ,VERGARA                                           ,11000323.0,1.0,NUM,1.0,  ,,,,,,,1,01,NEMRUT KEBAB PIZZA,I,HOSTELERÍA,56,SERVICIOS DE COMIDAS Y BEBIDAS,561001,RESTAURANTE,13/09/2026,VERGARA,1,VERGARA|1,40.41779883290804,-3.710103066909489
10000385,1.0,CENTRO              ,103.0,CORTES              ,3.0,1064.0,64,440893.59,4473847.52,1,Puerta Calle,1,Abierto,369000.0,CALLE                   ,HUERTAS                                           ,11003456,1,NUM,54.0,  ,10,369000.0,CALLE                   ,HUERTAS                                           ,11003456.0,1.0,NUM,54.0,  ,,,,,,,1,A,DC RESTAURANTE,I,HOSTELERÍA,56,SERVICIOS DE COMIDAS Y BEBIDAS,561001,RESTAURANTE,13/09/2026,HUERTAS,54,HUERTAS|54,40.41315081874815,-3.69665326628817
10000442,1.0,CENTRO              ,102.0,EMBAJADORES         ,2.0,1042.0,42,440471.59,4473306.53,1,Puerta Calle,1,Abierto,754400.0,CALLE                   ,TRIBULETE                                         ,20156973,1,NUM,4.0, A,10,754400.0,CALLE                   ,TRIBULETE                                         ,20156973.0,1.0,NUM,4.0, A,,,,,,,1,01,RESTAURANTE LA ALHAMBRA,I,HOSTELERÍA,56,SERVICIOS DE COMIDAS Y BEBIDAS,561001,RESTAURANTE,13/09/2026,TRIBULETE,4,TRIBULETE|4,40.40824724396273,-3.701576171883767
10000473,1.0,CENTRO              ,104.0,JUSTICIA            ,4.0,1073.0,73,441036.59,4475026.52,1,Puerta Calle,1,Abierto,676600.0,CALLE                   ,SAN LUCAS                                         ,11005047,1,NUM,21.0,  ,20,676600.0,CALLE                   ,SAN LUCAS                                         ,11005047.0,1.0,NUM,21.0,  ,,,,,,,1,01,SIBUYA,I,HOSTELERÍA,56,SERVICIOS DE COMIDAS Y BEBIDAS,561004,BAR RESTAURANTE,13/09/2026,SAN LUCAS,21,SAN LUCAS|21,40.42378196549871,-3.6950772245391765
10000105,1.0,CENTRO              ,104.0,JUSTICIA            ,4.0,1084.0,84,440958.59,4475092.52,1,Puerta Calle,1,Abierto,99100.0,CALLE                   ,BELEN                                             ,11005014,1,NUM,13.0,  ,10,99100.0,CALLE                   ,BELEN                                             ,11005014.0,1.0,NUM,13.0,  ,,,,,,,1,IZ,LA MORDIDA,I,HOSTELERÍA,56,SERVICIOS DE COMIDAS Y BEBIDAS,561001,RESTAURANTE,13/09/2026,BELEN,13,BELEN|13,40.42437099346331,-3.6960027744754873
10000319,1.0,CENTRO              ,101.0,PALACIO             ,1.0,1018.0,18,439418.6,4473699.54,1,Puerta Calle,1,Abierto,88200.0,CALLE                   ,BAILEN                                            ,11001044,1,NUM,20.0,  ,20,88200.0,CALLE                   ,BAILEN                                            ,11001044.0,1.0,NUM,20.0,  ,,,,,,,1, ,TRES CERDITOS EMPANADERIA,I,HOSTELERÍA,56,SERVICIOS DE COMIDAS Y BEBIDAS,561001,RESTAURANTE,13/09/2026,BAILEN,20,BAILEN|20,40.411711696482115,-3.714022769909804
10000327,1.0,CENTRO              ,101.0,PALACIO             ,1.0,1003.0,3,439844.6,4474692.53,1,Puerta Calle,1,Abierto,702300.0,PLAZA                   ,SANTO DOMINGO                                     ,11000227,1,NUM,12.0,  ,40,702300.0,PLAZA                   ,SANTO DOMINGO                                     ,11000227.0,1.0,NUM,12.0,  ,,,,,,,1,02,BAR EL ENCUENTRO,I,HOSTELERÍA,56,SERVICIOS DE COMIDAS Y BEBIDAS,561004,BAR RESTAURANTE,13/09/2026,SANTO DOMINGO,12,SANTO DOMINGO|12,40.420687904884865,-3.709096132166218
10000387,1.0,CENTRO              ,106.0,SOL                 ,6.0,1119.0,119,440410.59,4474298.53,1,Puerta Calle,1,Abierto,614900.0,PLAZA                   ,PUERTA DEL SOL                                    ,20006756,1,NUM,14.0,  ,30,614900.0,PLAZA                   ,PUERTA DEL SOL                                    ,20006756.0,1.0,NUM,14.0,  ,,,,,,,1,03,S/R,I,HOSTELERÍA,56,SERVICIOS DE COMIDAS Y BEBIDAS,561002,RESTAURANTES DE COMIDA RAPIDA,13/09/2026,PUERTA DEL SOL,14,PUERTA DEL SOL|14,40.41717929209543,-3.7023879533118946
10000387,1.0,CENTRO              ,106.0,SOL                 ,6.0,1119.0,119,440410.59,4474298.53,1,Puerta Calle,1,Abierto,614900.0,PLAZA                   ,PUERTA DEL SOL                                    ,20006756,1,NUM,14.0,  ,30,614900.0,PLAZA                   ,PUERTA DEL SOL                                    ,20006756.0,1.0,NUM,14.0,  ,,,,,,,1,03,S/R,I,HOSTELERÍA,56,SERVICIOS DE COMIDAS Y BEBIDAS,561001,RESTAURANTE,13/09/2026,PUERTA DEL SOL,14,PUERTA DEL SOL|14,40.41717929209543,-3.7023879533118946
10000412,1.0,CENTRO              ,103.0,CORTES              ,3.0,1063.0,63,441011.59,4473777.52,1,Puerta Calle,1,Abierto,522300.0,CALLE                   ,MORATIN                                           ,11003421,1,NUM,38.0,  ,10,522300.0,CALLE                   ,MORATIN                                           ,11003421.0,1.0,NUM,38.0,  ,,,,,,,1,LIZ,LA VACA VERONICA,I,HOSTELERÍA,56,SERVICIOS DE COMIDAS Y BEBIDAS,561004,BAR RESTAURANTE,13/09/2026,MORATIN,38,MORATIN|38,40.41252859540981,-3.695256075072508
10000530,1.0,CENTRO              ,106.0,SOL                 ,6.0,1119.0,119,440477.59,4474250.53,1,Puerta Calle,1,Abierto,673100.0,CARRERA                 ,SAN JERONIMO                                      ,11007528,1,NUM,5.0,  ,10,673100.0,CARRERA                 ,SAN JERONIMO                                      ,11007528.0,1.0,NUM,5.0,  ,,,,,,,1,04,LA  TAURINA,I,HOSTELERÍA,56,SERVICIOS DE COMIDAS Y BEBIDAS,561004,BAR RESTAURANTE,13/09/2026,SAN JERONIMO,5,SAN JERONIMO|5,40.41675168005162,-3.7015937802878542
10000502,1.0,CENTRO              ,103.0,CORTES              ,3.0,1063.0,63,441165.59,4473737.52,1,Puerta Calle,1,Abierto,606900.0,PASEO                   ,PRADO                                             ,11003430,1,NUM,26.0,  ,20,606900.0,PASEO                   ,PRADO                                             ,11003430.0,1.0,NUM,26.0,  ,,,,,,,1,01,BURGUER KING,I,HOSTELERÍA,56,SERVICIOS DE COMIDAS Y BEBIDAS,561002,RESTAURANTES DE COMIDA RAPIDA,13/09/2026,PRADO,26,PRADO|26,40.412179155240416,-3.693437409596461
10000534,1.0,CENTRO              ,103.0,CORTES              ,3.0,1062.0,62,441178.58,4473470.52,1,Puerta Calle,1,Abierto,81600.0,CALLE                   ,ATOCHA                                            ,11003333,1,NUM,125.0,  ,10,81600.0,CALLE                   ,ATOCHA                                            ,11003333.0,1.0,NUM,125.0,  ,,,,,,,1,01,DISCOTECA INDEPENDENCE,I,HOSTELERÍA,56,SERVICIOS DE COMIDAS Y BEBIDAS,561001,RESTAURANTE,13/09/2026,ATOCHA,125,ATOCHA|125,40.40977480374234,-3.69325963337874
10000700,1.0,CENTRO              ,103.0,CORTES              ,3.0,1072.0,72,440688.59,4474219.53,1,Puerta Calle,1,Abierto,673100.0,CARRERA                 ,SAN JERONIMO                                      ,11003954,1,NUM,32.0,  ,20,673100.0,CARRERA                 ,SAN JERONIMO                                      ,11003954.0,1.0,NUM,32.0,  ,,,,,,,1,03,RESTAURANTE (PESCAITO FRITO),I,HOSTELERÍA,56,SERVICIOS DE COMIDAS Y BEBIDAS,561001,RESTAURANTE,13/09/2026,SAN JERONIMO,32,SAN JERONIMO|32,40.41648748159953,-3.6991039975286406
10000710,1.0,CENTRO              ,102.0,EMBAJADORES         ,2.0,1025.0,25,439953.59,4473651.53,1,Puerta Calle,1,Abierto,679800.0,CALLE                   ,SAN MILLAN                                        ,11001519,1,NUM,3.0,  ,20,679800.0,CALLE                   ,SAN MILLAN                                        ,11001519.0,1.0,NUM,3.0,  ,,,,,,,1,DR,RESTAURANTE LA BOBIA CERVEZAS Y SIDRAS,I,HOSTELERÍA,56,SERVICIOS DE COMIDAS Y BEBIDAS,561004,BAR RESTAURANTE,13/09/2026,SAN MILLAN,3,SAN MILLAN|3,40.411317965352815,-3.707713213287966
10000695,1.0,CENTRO              ,105.0,UNIVERSIDAD         ,5.0,1110.0,110,440028.6,4475326.53,1,Puerta Calle,1,Abierto,661700.0,CALLE                   ,SAN BERNARDO                                      ,11006722,1,NUM,63.0,  ,10,661700.0,CALLE                   ,SAN BERNARDO                                      ,11006722.0,1.0,NUM,63.0,  ,,,,,,,1,01A,PARA PODER SEÑALIZAR EL MENÚ,I,HOSTELERÍA,56,SERVICIOS DE COMIDAS Y BEBIDAS,561004,BAR RESTAURANTE,13/09/2026,SAN BERNARDO,63,SAN BERNARDO|63,40.42641254643534,-3.7069871400480294
10000807,1.0,CENTRO              ,103.0,CORTES              ,3.0,1061.0,61,441074.59,4473525.52,1,Puerta Calle,1,Abierto,81600.0,CALLE                   ,ATOCHA                                            ,11003272,1,NUM,115.0,  ,20,81600.0,CALLE                   ,ATOCHA                                            ,11003272.0,1.0,NUM,115.0,  ,,,,,,,1,DR,NUGU BURGER,I,HOSTELERÍA,56,SERVICIOS DE COMIDAS Y BEBIDAS,561004,BAR RESTAURANTE,13/09/2026,ATOCHA,115,ATOCHA|115,40.41026291651698,-3.694490250536473
10000845,1.0,CENTRO              ,101.0,PALACIO             ,1.0,1003.0,3,439766.6,4474909.53,1,Puerta Calle,1,Abierto,342950.0,CALLE                   ,GRAN VIA                                          ,11000209,1,NUM,65.0,  ,30,342950.0,CALLE                   ,GRAN VIA                                          ,11000209.0,1.0,NUM,65.0,  ,,,,,,,1,02,VIPS,I,HOSTELERÍA,56,SERVICIOS DE COMIDAS Y BEBIDAS,561004,BAR RESTAURANTE,13/09/2026,GRAN VIA,65,GRAN VIA|65,40.422637096325815,-3.71003606241788
10000868,1.0,CENTRO              ,105.0,UNIVERSIDAD         ,5.0,1112.0,112,439946.6,4474995.53,1,Puerta Calle,1,Abierto,58500.0,CALLE                   ,ANTONIO GRILO                                     ,11006799,1,NUM,3.0,  ,10,58500.0,CALLE                   ,ANTONIO GRILO                                     ,11006799.0,1.0,NUM,3.0,  ,,,,,,,1,DR,MUSTY,I,HOSTELERÍA,56,SERVICIOS DE COMIDAS Y BEBIDAS,561001,RESTAURANTE,13/09/2026,ANTONIO GRILO,3,ANTONIO GRILO|3,40.423424834294806,-3.7079224839538107
10000876,1.0,CENTRO              ,106.0,SOL                 ,6.0,1123.0,123,439964.59,4474332.53,1,Puerta Calle,1,Abierto,68300.0,CALLE                   ,ARENAL                                            ,11007781,1,NUM,15.0,  ,70,68300.0,CALLE                   ,ARENAL                                            ,11007781.0,1.0,NUM,15.0,  ,,,,,,,1,02,S/R,I,HOSTELERÍA,56,SERVICIOS DE COMIDAS Y BEBIDAS,561004,BAR RESTAURANTE,13/09/2026,ARENAL,15,ARENAL|15,40.41745352506598,-3.707647842253861
10000917,1.0,CENTRO              ,106.0,SOL                 ,6.0,1121.0,121,439961.59,4474009.53,1,Puerta Calle,1,Abierto,743600.0,CALLE                   ,TOLEDO                                            ,11007702,1,NUM,10.0,  ,10,743600.0,CALLE                   ,TOLEDO                                            ,11007702.0,1.0,NUM,10.0,  ,,,,,,,1,IZ,NILAH,I,HOSTELERÍA,56,SERVICIOS DE COMIDAS Y BEBIDAS,561004,BAR RESTAURANTE,13/09/2026,TOLEDO,10,TOLEDO|10,40.41454357453116,-3.7076527153627263
10000959,1.0,CENTRO              ,104.0,JUSTICIA            ,4.0,1075.0,75,440603.59,4474798.53,1,Puerta Calle,1,Abierto,365400.0,CALLE                   ,HORTALEZA                                         ,11004452,1,NUM,21.0,  ,10,365400.0,CALLE                   ,HORTALEZA                                         ,11004452.0,1.0,NUM,21.0,  ,,,,,,,1,01,TAKO MAMA,I,HOSTELERÍA,56,SERVICIOS DE COMIDAS Y BEBIDAS,561004,BAR RESTAURANTE,13/09/2026,HORTALEZA,21,HORTALEZA|21,40.42169732620922,-3.7001598942959304
10001127,1.0,CENTRO              ,101.0,PALACIO             ,1.0,1006.0,6,439828.6,4474367.53,1,Puerta Calle,1,Abierto,378200.0,PLAZA                   ,ISABEL II                                         ,11000396,1,NUM,1.0,  ,20,378200.0,PLAZA                   ,ISABEL II                                         ,11000396.0,1.0,NUM,1.0,  ,,,,,,,1,DR,MCDONALD,I,HOSTELERÍA,56,SERVICIOS DE COMIDAS Y BEBIDAS,561002,RESTAURANTES DE COMIDA RAPIDA,13/09/2026,ISABEL II,1,ISABEL II|1,40.41775899966156,-3.7092539747465447
10001210,1.0,CENTRO              ,106.0,SOL                 ,6.0,1117.0,117,439991.6,4474489.53,1,Puerta Calle,1,Abierto,756100.0,TRAVESIA                ,TRUJILLOS                                         ,20006580,1,NUM,2.0,  ,40,756000.0,CALLE                   ,TRUJILLOS                                         ,20006578.0,1.0,NUM,4.0,  ,,,,,,,1, ,RESTAURANTE PARRONDO ,I,HOSTELERÍA,56,SERVICIOS DE COMIDAS Y BEBIDAS,561001,RESTAURANTE,13/09/2026,TRUJILLOS,2,TRUJILLOS|2,40.41886980167146,-3.707344306092312
10001237,1.0,CENTRO              ,104.0,JUSTICIA            ,4.0,1075.0,75,440605.59,4474802.53,1,Puerta Calle,1,Abierto,365400.0,CALLE                   ,HORTALEZA                                         ,11004453,1,NUM,23.0,  ,10,365400.0,CALLE                   ,HORTALEZA                                         ,11004453.0,1.0,NUM,23.0,  ,,,,,,,1,02,EL TIGRE DEL NORTE,I,HOSTELERÍA,56,SERVICIOS DE COMIDAS Y BEBIDAS,561004,BAR RESTAURANTE,13/09/2026,HORTALEZA,23,HORTALEZA|23,40.42173350285469,-3.70013669372479
10001293,1.0,CENTRO              ,106.0,SOL                 ,6.0,1119.0,119,440387.59,4474125.53,1,Puerta Calle,1,Abierto,93000.0,CALLE                   ,BARCELONA                                         ,11007450,1,NUM,4.0,  ,10,93000.0,CALLE                   ,BARCELONA                                         ,11007450.0,1.0,NUM,4.0,  ,,,,,,,1,01,BAR RESTAURANTE EN BUSCA DEL TIEMPO,I,HOSTELERÍA,56,SERVICIOS DE COMIDAS Y BEBIDAS,561001,RESTAURANTE,13/09/2026,BARCELONA,4,BARCELONA|4,40.415619178917325,-3.702642825093003
10001319,1.0,CENTRO              ,106.0,SOL                 ,6.0,1117.0,117,440443.59,4474545.53,1,Puerta Calle,1,Abierto,519000.0,CALLE                   ,MONTERA                                           ,11007351,1,NUM,45.0,  ,10,519000.0,CALLE                   ,MONTERA                                           ,11007351.0,1.0,NUM,45.0,  ,,,,,,,1,01,TACO BELL,I,HOSTELERÍA,56,SERVICIOS DE COMIDAS Y BEBIDAS,561002,RESTAURANTES DE COMIDA RAPIDA,13/09/2026,MONTERA,45,MONTERA|45,40.41940674697687,-3.7020221340382253
10001336,1.0,CENTRO              ,104.0,JUSTICIA            ,4.0,1074.0,74,440886.59,4474731.52,1,Puerta Calle,1,Abierto,176400.0,CALLE                   ,COLMENARES                                        ,11004292,1,NUM,13.0,  ,20,176400.0,CALLE                   ,COLMENARES                                        ,11004292.0,1.0,NUM,13.0,  ,,,,,,,1,03,DIVINA LA COCINA,I,HOSTELERÍA,56,SERVICIOS DE COMIDAS Y BEBIDAS,561004,BAR RESTAURANTE,13/09/2026,COLMENARES,13,COLMENARES|13,40.421113821477384,-3.6968179197265094
10001369,1.0,CENTRO              ,105.0,UNIVERSIDAD         ,5.0,1093.0,93,440503.59,4475303.53,1,Puerta Calle,1,Abierto,313100.0,CALLE                   ,FUENCARRAL                                        ,11005526,1,NUM,85.0,  ,10,313100.0,CALLE                   ,FUENCARRAL                                        ,11005526.0,1.0,NUM,85.0,  ,,,,,,,1,IZ,BAR RESTAURANTE  MADRID-MADRIZ,I,HOSTELERÍA,56,SERVICIOS DE COMIDAS Y BEBIDAS,561001,RESTAURANTE,13/09/2026,FUENCARRAL,85,FUENCARRAL|85,40.426239456454766,-3.7013858544516696
10001376,1.0,CENTRO              ,101.0,PALACIO             ,1.0,1009.0,9,439610.6,4474088.53,1,Puerta Calle,1,Abierto,497800.0,CALLE                   ,MAYOR                                             ,11000560,1,NUM,73.0,  ,20,497800.0,CALLE                   ,MAYOR                                             ,11000560.0,1.0,NUM,73.0,  ,,,,,,,1,CT,RESTAURANTE ARCADE,I,HOSTELERÍA,56,SERVICIOS DE COMIDAS Y BEBIDAS,561004,BAR RESTAURANTE,13/09/2026,MAYOR,73,MAYOR|73,40.415229849537184,-3.7117969150139447
10001421,1.0,CENTRO              ,105.0,UNIVERSIDAD         ,5.0,1112.0,112,439886.6,4474858.53,1,Puerta Calle,1,Abierto,342950.0,CALLE                   ,GRAN VIA                                          ,11006806,1,NUM,64.0,  ,20,342950.0,CALLE                   ,GRAN VIA                                          ,11006806.0,1.0,NUM,64.0,  ,,,,,,,1,IZ,TXAPELA,I,HOSTELERÍA,56,SERVICIOS DE COMIDAS Y BEBIDAS,561004,BAR RESTAURANTE,13/09/2026,GRAN VIA,64,GRAN VIA|64,40.42218634354971,-3.708616774565562
10001429,1.0,CENTRO              ,103.0,CORTES              ,3.0,1069.0,69,440569.59,4474057.53,1,Puerta Calle,1,Abierto,691700.0,PLAZA                   ,SANTA ANA                                         ,11003871,1,NUM,5.0,  ,10,691700.0,PLAZA                   ,SANTA ANA                                         ,11003871.0,1.0,NUM,5.0,  ,,,,,,,1,03,O CACHO DO JOSE,I,HOSTELERÍA,56,SERVICIOS DE COMIDAS Y BEBIDAS,561001,RESTAURANTE,13/09/2026,SANTA ANA,5,SANTA ANA|5,40.41501961860303,-3.700491416923214
10000895,1.0,CENTRO              ,106.0,SOL                 ,6.0,1118.0,118,440540.59,4474548.53,1,Puerta Calle,1,Abierto,120100.0,CALLE                   ,CABALLERO DE GRACIA                               ,11007377,1,NUM,10.0,  ,20,120100.0,CALLE                   ,CABALLERO DE GRACIA                               ,11007377.0,1.0,NUM,10.0,  ,,,,,,,1,02,LA GLORIA DE MONTERA,I,HOSTELERÍA,56,SERVICIOS DE COMIDAS Y BEBIDAS,561001,RESTAURANTE,13/09/2026,CABALLERO DE GRACIA,10,CABALLERO DE GRACIA|10,40.41944070900388,-3.700879106659155
10000915,1.0,CENTRO              ,104.0,JUSTICIA            ,4.0,1084.0,84,441001.59,4475215.52,1,Puerta Calle,1,Abierto,699100.0,CALLE                   ,SANTA TERESA                                      ,11005043,1,NUM,12.0,  ,30,699100.0,CALLE                   ,SANTA TERESA                                      ,11005043.0,1.0,NUM,12.0,  ,,,,,,,1, ,FREAKS BURGUER,I,HOSTELERÍA,56,SERVICIOS DE COMIDAS Y BEBIDAS,561001,RESTAURANTE,13/09/2026,SANTA TERESA,12,SANTA TERESA|12,40.42548208610449,-3.695507322611379
10001040,1.0,CENTRO              ,101.0,PALACIO             ,1.0,1003.0,3,439839.6,4474570.53,1,Puerta Calle,1,Abierto,702200.0,CUESTA                  ,SANTO DOMINGO                                     ,11000185,1,NUM,14.0,  ,20,130000.0,CALLE                   ,CAMPOMANES                                        ,20003730.0,1.0,NUM,14.0,  ,,,,,,,1,02,XIAO MAN RESTAURANTE,I,HOSTELERÍA,56,SERVICIOS DE COMIDAS Y BEBIDAS,561001,RESTAURANTE,13/09/2026,SANTO DOMINGO,14,SANTO DOMINGO|14,40.41958851185037,-3.7091435260077072
10001057,1.0,CENTRO              ,102.0,EMBAJADORES         ,2.0,1025.0,25,439940.59,4473709.53,1,Puerta Calle,1,Abierto,743600.0,CALLE                   ,TOLEDO                                            ,11001474,1,NUM,51.0,  ,10,743600.0,CALLE                   ,TOLEDO                                            ,11001474.0,1.0,NUM,51.0,  ,,,,,,,1,01,BAR RESTAURANTE,I,HOSTELERÍA,56,SERVICIOS DE COMIDAS Y BEBIDAS,561004,BAR RESTAURANTE,13/09/2026,TOLEDO,51,TOLEDO|51,40.41183951878957,-3.707871896489869
10001062,1.0,CENTRO              ,103.0,CORTES              ,3.0,1063.0,63,441128.59,4473776.52,1,Puerta Calle,1,Abierto,599000.0,PLAZA                   ,PLATERIA DE MARTINEZ                              ,11003428,1,NUM,1.0,  ,20,599000.0,PLAZA                   ,PLATERIA DE MARTINEZ                              ,11003428.0,1.0,NUM,1.0,  ,,,,,,,1,DR,LA TAPERIA,I,HOSTELERÍA,56,SERVICIOS DE COMIDAS Y BEBIDAS,561004,BAR RESTAURANTE,13/09/2026,PLATERIA DE MARTINEZ,1,PLATERIA DE MARTINEZ|1,40.412527870487416,-3.6938770794962106
10001504,1.0,CENTRO              ,104.0,JUSTICIA            ,4.0,1087.0,87,440866.59,4475470.53,1,Puerta Calle,1,Abierto,653500.0,CALLE                   ,SAGASTA                                           ,11005142,1,NUM,30.0,  ,30,653500.0,CALLE                   ,SAGASTA                                           ,11005142.0,1.0,NUM,30.0,  ,,,,,,,0,15,RESTAURANTE,I,HOSTELERÍA,56,SERVICIOS DE COMIDAS Y BEBIDAS,561001,RESTAURANTE,13/09/2026,SAGASTA,30,SAGASTA|30,40.42776975127871,-3.697122387525637
10001545,1.0,CENTRO              ,103.0,CORTES              ,3.0,1063.0,63,441119.59,4473749.52,1,Puerta Calle,1,Abierto,12800.0,CALLE                   ,ALAMEDA                                           ,11003403,1,NUM,4.0,  ,10,12800.0,CALLE                   ,ALAMEDA                                           ,11003403.0,1.0,NUM,4.0,  ,,,,,,,1,DR,EL FOGON VERDE,I,HOSTELERÍA,56,SERVICIOS DE COMIDAS Y BEBIDAS,561001,RESTAURANTE,13/09/2026,ALAMEDA,4,ALAMEDA|4,40.41228400446169,-3.6939806502127834
10001636,1.0,CENTRO              ,102.0,EMBAJADORES         ,2.0,1043.0,43,440430.59,4473427.53,1,Puerta Calle,1,Abierto,432200.0,CALLE                   ,LAVAPIES                                          ,11002435,1,NUM,48.0,  ,10,432200.0,CALLE                   ,LAVAPIES                                          ,11002435.0,1.0,NUM,48.0,  ,,,,,,,1,CT,CALCUTA INDIAN CUISINE,I,HOSTELERÍA,56,SERVICIOS DE COMIDAS Y BEBIDAS,561001,RESTAURANTE,13/09/2026,LAVAPIES,48,LAVAPIES|48,40.4093343380345,-3.702070672915472
10001662,1.0,CENTRO              ,103.0,CORTES              ,3.0,1068.0,68,440738.59,4473983.52,1,Puerta Calle,1,Abierto,168100.0,CALLE                   ,CERVANTES                                         ,11003746,1,NUM,1.0,  ,10,168100.0,CALLE                   ,CERVANTES                                         ,11003746.0,1.0,NUM,1.0,  ,,,,,,,1,04,PIZZAMASCALZONE,I,HOSTELERÍA,56,SERVICIOS DE COMIDAS Y BEBIDAS,561002,RESTAURANTES DE COMIDA RAPIDA,13/09/2026,CERVANTES,1,CERVANTES|1,40.41436495134334,-3.698492702195062
