Municipios;Distritos;Secciones;Indicadores de renta media y mediana;Periodo;Total
28079 Madrid;2807908 Madrid distrito 08;2807908004 Madrid sección 08004;Renta neta media por persona;2023;17.948
28079 Madrid;2807908 Madrid distrito 08;2807908005 Madrid sección 08005;Renta neta media por persona;2023;36.918
28079 Madrid;2807908 Madrid distrito 08;2807908006 Madrid sección 08006;Renta neta media por persona;2023;34.573
28079 Madrid;2807908 Madrid distrito 08;2807908007 Madrid sección 08007;Renta neta media por persona;2023;36.918
28079 Madrid;2807908 Madrid distrito 08;2807908008 Madrid sección 08008;Renta neta media por persona;2023;30.937
28079 Madrid;2807908 Madrid distrito 08;2807908009 Madrid sección 08009;Renta neta media por persona;2023;22.460
28079 Madrid;2807908 Madrid distrito 08;2807908010 Madrid sección 08010;Renta neta media por persona;2023;25.758
28079 Madrid;2807908 Madrid distrito 08;2807908011 Madrid sección 08011;Renta neta media por persona;2023;16.574
28079 Madrid;2807908 Madrid distrito 08;2807908012 Madrid sección 08012;Renta neta media por persona;2023;30.478
28079 Madrid;2807908 Madrid distrito 08;2807908013 Madrid sección 08013;Renta neta media por persona;2023;29.087
28079 Madrid;2807908 Madrid distrito 08;2807908014 Madrid sección 08014;Renta neta media por persona;2023;22.509
28079 Madrid;2807908 Madrid distrito 08;2807908015 Madrid sección 08015;Renta neta media por persona;2023;20.193
28079 Madrid;2807908 Madrid distrito 08;2807908016 Madrid sección 08016;Renta neta media por persona;2023;12.065
28079 Madrid;2807908 Madrid distrito 08;2807908017 Madrid sección 08017;Renta neta media por persona;2023;19.507
28079 Madrid;2807908 Madrid distrito 08;2807908018 Madrid sección 08018;Renta neta media por persona;2023;13.348
28079 Madrid;2807908 Madrid distrito 08;2807908019 Madrid sección 08019;Renta neta media por persona;2023;13.144
28079 Madrid;2807908 Madrid distrito 08;2807908020 Madrid sección 08020;Renta neta media por persona;2023;18.218
28079 Madrid;2807908 Madrid distrito 08;2807908021 Madrid sección 08021;Renta neta media por persona;2023;15.310
28079 Madrid;2807908 Madrid distrito 08;2807908022 Madrid sección 08022;Renta neta media por persona;2023;17.777
28079 Madrid;2807908 Madrid distrito 08;2807908023 Madrid sección 08023;Renta neta media por persona;2023;17.304
28079 Madrid;2807908 Madrid distrito 08;2807908024 Madrid sección 08024;Renta neta media por persona;2023;22.380
28079 Madrid;2807908 Madrid distrito 08;2807908025 Madrid sección 08025;Renta neta media por persona;2023;16.589
28079 Madrid;2807908 Madrid distrito 08;2807908026 Madrid sección 08026;Renta neta media por persona;2023;17.680
28079 Madrid;2807908 Madrid distrito 08;2807908027 Madrid sección 08027;Renta neta media por persona;2023;17.521
28079 Madrid;2807908 Madrid distrito 08;2807908028 Madrid sección 08028;Renta neta media por persona;2023;17.952
28079 Madrid;2807908 Madrid distrito 08;2807908029 Madrid sección 08029;Renta neta media por persona;2023;21.315
28079 Madrid;2807908 Madrid distrito 08;2807908030 Madrid sección 08030;Renta neta media por persona;2023;21.010
28079 Madrid;2807908 Madrid distrito 08;2807908031 Madrid sección 08031;Renta neta media por persona;2023;25.256
28079 Madrid;2807908 Madrid distrito 08;2807908032 Madrid sección 08032;Renta neta media por persona;2023;17.771
28079 Madrid;2807908 Madrid distrito 08;2807908033 Madrid sección 08033;Renta neta media por persona;2023;27.252
28079 Madrid;2807908 Madrid distrito 08;2807908034 Madrid sección 08034;Renta neta media por persona;2023;27.900
28079 Madrid;2807908 Madrid distrito 08;2807908035 Madrid sección 08035;Renta neta media por persona;2023;29.629
28079 Madrid;2807908 Madrid distrito 08;2807908036 Madrid sección 08036;Renta neta media por persona;2023;23.957
28079 Madrid;2807908 Madrid distrito 08;2807908037 Madrid sección 08037;Renta neta media por persona;2023;25.574
28079 Madrid;2807908 Madrid distrito 08;2807908038 Madrid sección 08038;Renta neta media por persona;2023;24.942
28079 Madrid;2807908 Madrid distrito 08;2807908039 Madrid sección 08039;Renta neta media por persona;2023;24.515
28079 Madrid;2807908 Madrid distrito 08;2807908040 Madrid sección 08040;Renta neta media por persona;2023;27.138
28079 Madrid;2807908 Madrid distrito 08;2807908041 Madrid sección 08041;Renta neta media por persona;2023;19.557
28079 Madrid;2807908 Madrid distrito 08;2807908042 Madrid sección 08042;Renta neta media por persona;2023;19.652
28079 Madrid;2807908 Madrid distrito 08;2807908043 Madrid sección 08043;Renta neta media por persona;2023;27.077
28079 Madrid;2807908 Madrid distrito 08;2807908044 Madrid sección 08044;Renta neta media por persona;2023;23.768
28079 Madrid;2807908 Madrid distrito 08;2807908045 Madrid sección 08045;Renta neta media por persona;2023;19.120
28079 Madrid;2807908 Madrid distrito 08;2807908046 Madrid sección 08046;Renta neta media por persona;2023;16.263
28079 Madrid;2807908 Madrid distrito 08;2807908047 Madrid sección 08047;Renta neta media por persona;2023;16.225
28079 Madrid;2807908 Madrid distrito 08;2807908048 Madrid sección 08048;Renta neta media por persona;2023;16.553
28079 Madrid;2807908 Madrid distrito 08;2807908049 Madrid sección 08049;Renta neta media por persona;2023;29.082
28079 Madrid;2807908 Madrid distrito 08;2807908050 Madrid sección 08050;Renta neta media por persona;2023;19.361
28079 Madrid;2807908 Madrid distrito 08;2807908051 Madrid sección 08051;Renta neta media por persona;2023;22.244
28079 Madrid;2807908 Madrid distrito 08;2807908052 Madrid sección 08052;Renta neta media por persona;2023;25.141
28079 Madrid;2807908 Madrid distrito 08;2807908053 Madrid sección 08053;Renta neta media por persona;2023;13.870
28079 Madrid;2807908 Madrid distrito 08;2807908054 Madrid sección 08054;Renta neta media por persona;2023;21.712
28079 Madrid;2807908 Madrid distrito 08;2807908055 Madrid sección 08055;Renta neta media por persona;2023;22.430
28079 Madrid;2807908 Madrid distrito 08;2807908056 Madrid sección 08056;Renta neta media por persona;2023;24.382
28079 Madrid;2807908 Madrid distrito 08;2807908057 Madrid sección 08057;Renta neta media por persona;2023;24.404
28079 Madrid;2807908 Madrid distrito 08;2807908058 Madrid sección 08058;Renta neta media por persona;2023;24.480
28079 Madrid;2807908 Madrid distrito 08;2807908059 Madrid sección 08059;Renta neta media por persona;2023;24.912
28079 Madrid;2807908 Madrid distrito 08;2807908060 Madrid sección 08060;Renta neta media por persona;2023;25.665
28079 Madrid;2807908 Madrid distrito 08;2807908061 Madrid sección 08061;Renta neta media por persona;2023;15.756
28079 Madrid;2807908 Madrid distrito 08;2807908062 Madrid sección 08062;Renta neta media por persona;2023;15.267
28079 Madrid;2807908 Madrid distrito 08;2807908063 Madrid sección 08063;Renta neta media por persona;2023;13.655
28079 Madrid;2807908 Madrid distrito 08;2807908064 Madrid sección 08064;Renta neta media por persona;2023;13.582
28079 Madrid;2807908 Madrid distrito 08;2807908065 Madrid sección 08065;Renta neta media por persona;2023;13.666
28079 Madrid;2807908 Madrid distrito 08;2807908066 Madrid sección 08066;Renta neta media por persona;2023;13.565
28079 Madrid;2807908 Madrid distrito 08;2807908067 Madrid sección 08067;Renta neta media por persona;2023;13.945
28079 Madrid;2807908 Madrid distrito 08;2807908068 Madrid sección 08068;Renta neta media por persona;2023;14.901
28079 Madrid;2807908 Madrid distrito 08;2807908069 Madrid sección 08069;Renta neta media por persona;2023;12.965
28079 Madrid;2807908 Madrid distrito 08;2807908071 Madrid sección 08071;Renta neta media por persona;2023;14.913
28079 Madrid;2807908 Madrid distrito 08;2807908072 Madrid sección 08072;Renta neta media por persona;2023;16.206
28079 Madrid;2807908 Madrid distrito 08;2807908073 Madrid sección 08073;Renta neta media por persona;2023;15.575
28079 Madrid;2807908 Madrid distrito 08;2807908074 Madrid sección 08074;Renta neta media por persona;2023;15.551
28079 Madrid;2807908 Madrid distrito 08;2807908075 Madrid sección 08075;Renta neta media por persona;2023;15.556
28079 Madrid;2807908 Madrid distrito 08;2807908076 Madrid sección 08076;Renta neta media por persona;2023;14.796
28079 Madrid;2807908 Madrid distrito 08;2807908077 Madrid sección 08077;Renta neta media por persona;2023;14.104
28079 Madrid;2807908 Madrid distrito 08;2807908078 Madrid sección 08078;Renta neta media por persona;2023;15.459
28079 Madrid;2807908 Madrid distrito 08;2807908079 Madrid sección 08079;Renta neta media por persona;2023;16.133
28079 Madrid;2807908 Madrid distrito 08;2807908080 Madrid sección 08080;Renta neta media por persona;2023;15.180
28079 Madrid;2807908 Madrid distrito 08;2807908081 Madrid sección 08081;Renta neta media por persona;2023;16.302
28079 Madrid;2807908 Madrid distrito 08;2807908082 Madrid sección 08082;Renta neta media por persona;2023;14.594
28079 Madrid;2807908 Madrid distrito 08;2807908083 Madrid sección 08083;Renta neta media por persona;2023;14.333
28079 Madrid;2807908 Madrid distrito 08;2807908084 Madrid sección 08084;Renta neta media por persona;2023;14.075
28079 Madrid;2807908 Madrid distrito 08;2807908085 Madrid sección 08085;Renta neta media por persona;2023;14.862
28079 Madrid;2807908 Madrid distrito 08;2807908086 Madrid sección 08086;Renta neta media por persona;2023;14.320
28079 Madrid;2807908 Madrid distrito 08;2807908087 Madrid sección 08087;Renta neta media por persona;2023;13.763
28079 Madrid;2807908 Madrid distrito 08;2807908088 Madrid sección 08088;Renta neta media por persona;2023;15.244
28079 Madrid;2807908 Madrid distrito 08;2807908089 Madrid sección 08089;Renta neta media por persona;2023;16.088
28079 Madrid;2807908 Madrid distrito 08;2807908090 Madrid sección 08090;Renta neta media por persona;2023;24.386
28079 Madrid;2807908 Madrid distrito 08;2807908091 Madrid sección 08091;Renta neta media por persona;2023;16.973
28079 Madrid;2807908 Madrid distrito 08;2807908092 Madrid sección 08092;Renta neta media por persona;2023;17.488
28079 Madrid;2807908 Madrid distrito 08;2807908093 Madrid sección 08093;Renta neta media por persona;2023;19.996
28079 Madrid;2807908 Madrid distrito 08;2807908094 Madrid sección 08094;Renta neta media por persona;2023;19.790
28079 Madrid;2807908 Madrid distrito 08;2807908095 Madrid sección 08095;Renta neta media por persona;2023;27.523
28079 Madrid;2807908 Madrid distrito 08;2807908096 Madrid sección 08096;Renta neta media por persona;2023;26.760
28079 Madrid;2807908 Madrid distrito 08;2807908097 Madrid sección 08097;Renta neta media por persona;2023;27.108
28079 Madrid;2807908 Madrid distrito 08;2807908098 Madrid sección 08098;Renta neta media por persona;2023;27.705
28079 Madrid;2807908 Madrid distrito 08;2807908099 Madrid sección 08099;Renta neta media por persona;2023;27.862
28079 Madrid;2807908 Madrid distrito 08;2807908100 Madrid sección 08100;Renta neta media por persona;2023;31.818
28079 Madrid;2807908 Madrid distrito 08;2807908102 Madrid sección 08102;Renta neta media por persona;2023;30.770
28079 Madrid;2807908 Madrid distrito 08;2807908103 Madrid sección 08103;Renta neta media por persona;2023;35.474
28079 Madrid;2807908 Madrid distrito 08;2807908104 Madrid sección 08104;Renta neta media por persona;2023;12.605
28079 Madrid;2807908 Madrid distrito 08;2807908105 Madrid sección 08105;Renta neta media por persona;2023;12.490
28079 Madrid;2807908 Madrid distrito 08;2807908106 Madrid sección 08106;Renta neta media por persona;2023;11.820
28079 Madrid;2807908 Madrid distrito 08;2807908107 Madrid sección 08107;Renta neta media por persona;2023;12.531
28079 Madrid;2807908 Madrid distrito 08;2807908108 Madrid sección 08108;Renta neta media por persona;2023;13.925
28079 Madrid;2807908 Madrid distrito 08;2807908109 Madrid sección 08109;Renta neta media por persona;2023;13.413
28079 Madrid;2807908 Madrid distrito 08;2807908110 Madrid sección 08110;Renta neta media por persona;2023;17.710
28079 Madrid;2807908 Madrid distrito 08;2807908111 Madrid sección 08111;Renta neta media por persona;2023;20.440
28079 Madrid;2807908 Madrid distrito 08;2807908112 Madrid sección 08112;Renta neta media por persona;2023;11.843
28079 Madrid;2807908 Madrid distrito 08;2807908113 Madrid sección 08113;Renta neta media por persona;2023;15.455
28079 Madrid;2807908 Madrid distrito 08;2807908114 Madrid sección 08114;Renta neta media por persona;2023;11.349
28079 Madrid;2807908 Madrid distrito 08;2807908115 Madrid sección 08115;Renta neta media por persona;2023;10.817
28079 Madrid;2807908 Madrid distrito 08;2807908116 Madrid sección 08116;Renta neta media por persona;2023;12.294
28079 Madrid;2807908 Madrid distrito 08;2807908117 Madrid sección 08117;Renta neta media por persona;2023;13.125
28079 Madrid;2807908 Madrid distrito 08;2807908119 Madrid sección 08119;Renta neta media por persona;2023;13.878
28079 Madrid;2807908 Madrid distrito 08;2807908120 Madrid sección 08120;Renta neta media por persona;2023;13.507
28079 Madrid;2807908 Madrid distrito 08;2807908121 Madrid sección 08121;Renta neta media por persona;2023;12.680
28079 Madrid;2807908 Madrid distrito 08;2807908122 Madrid sección 08122;Renta neta media por persona;2023;12.803
28079 Madrid;2807908 Madrid distrito 08;2807908123 Madrid sección 08123;Renta neta media por persona;2023;14.118
28079 Madrid;2807908 Madrid distrito 08;2807908124 Madrid sección 08124;Renta neta media por persona;2023;13.756
28079 Madrid;2807908 Madrid distrito 08;2807908125 Madrid sección 08125;Renta neta media por persona;2023;16.097
28079 Madrid;2807908 Madrid distrito 08;2807908126 Madrid sección 08126;Renta neta media por persona;2023;15.203
28079 Madrid;2807908 Madrid distrito 08;2807908128 Madrid sección 08128;Renta neta media por persona;2023;23.402
28079 Madrid;2807908 Madrid distrito 08;2807908129 Madrid sección 08129;Renta neta media por persona;2023;16.359
28079 Madrid;2807908 Madrid distrito 08;2807908130 Madrid sección 08130;Renta neta media por persona;2023;""
28079 Madrid;2807908 Madrid distrito 08;2807908131 Madrid sección 08131;Renta neta media por persona;2023;26.040
28079 Madrid;2807908 Madrid distrito 08;2807908132 Madrid sección 08132;Renta neta media por persona;2023;36.918
28079 Madrid;2807908 Madrid distrito 08;2807908133 Madrid sección 08133;Renta neta media por persona;2023;23.700
28079 Madrid;2807908 Madrid distrito 08;2807908134 Madrid sección 08134;Renta neta media por persona;2023;36.918
28079 Madrid;2807908 Madrid distrito 08;2807908135 Madrid sección 08135;Renta neta media por persona;2023;30.472
28079 Madrid;2807908 Madrid distrito 08;2807908136 Madrid sección 08136;Renta neta media por persona;2023;25.252
28079 Madrid;2807908 Madrid distrito 08;2807908137 Madrid sección 08137;Renta neta media por persona;2023;36.918
28079 Madrid;2807908 Madrid distrito 08;2807908138 Madrid sección 08138;Renta neta media por persona;2023;36.918
28079 Madrid;2807908 Madrid distrito 08;2807908139 Madrid sección 08139;Renta neta media por persona;2023;22.791
28079 Madrid;2807908 Madrid distrito 08;2807908140 Madrid sección 08140;Renta neta media por persona;2023;19.672
28079 Madrid;2807908 Madrid distrito 08;2807908141 Madrid sección 08141;Renta neta media por persona;2023;23.374
28079 Madrid;2807908 Madrid distrito 08;2807908142 Madrid sección 08142;Renta neta media por persona;2023;21.955
28079 Madrid;2807908 Madrid distrito 08;2807908143 Madrid sección 08143;Renta neta media por persona;2023;34.655
28079 Madrid;2807908 Madrid distrito 08;2807908144 Madrid sección 08144;Renta neta media por persona;2023;28.614
28079 Madrid;2807908 Madrid distrito 08;2807908145 Madrid sección 08145;Renta neta media por persona;2023;27.593
28079 Madrid;2807908 Madrid distrito 08;2807908146 Madrid sección 08146;Renta neta media por persona;2023;28.918
28079 Madrid;2807908 Madrid distrito 08;2807908147 Madrid sección 08147;Renta neta media por persona;2023;32.821
28079 Madrid;2807908 Madrid distrito 08;2807908148 Madrid sección 08148;Renta neta media por persona;2023;25.069
28079 Madrid;2807908 Madrid distrito 08;2807908149 Madrid sección 08149;Renta neta media por persona;2023;19.947
28079 Madrid;2807908 Madrid distrito 08;2807908150 Madrid sección 08150;Renta neta media por persona;2023;35.735
28079 Madrid;2807908 Madrid distrito 08;2807908151 Madrid sección 08151;Renta neta media por persona;2023;22.484
28079 Madrid;2807908 Madrid distrito 08;2807908152 Madrid sección 08152;Renta neta media por persona;2023;36.918
28079 Madrid;2807908 Madrid distrito 08;2807908153 Madrid sección 08153;Renta neta media por persona;2023;23.096
28079 Madrid;2807908 Madrid distrito 08;2807908154 Madrid sección 08154;Renta neta media por persona;2023;29.743
28079 Madrid;2807908 Madrid distrito 08;2807908155 Madrid sección 08155;Renta neta media por persona;2023;24.215
28079 Madrid;2807908 Madrid distrito 08;2807908156 Madrid sección 08156;Renta neta media por persona;2023;26.627
28079 Madrid;2807908 Madrid distrito 08;2807908157 Madrid sección 08157;Renta neta media por persona;2023;21.489
28079 Madrid;2807908 Madrid distrito 08;2807908158 Madrid sección 08158;Renta neta media por persona;2023;33.798
28079 Madrid;2807908 Madrid distrito 08;2807908159 Madrid sección 08159;Renta neta media por persona;2023;30.969
28079 Madrid;2807908 Madrid distrito 08;2807908160 Madrid sección 08160;Renta neta media por persona;2023;26.528
28079 Madrid;2807908 Madrid distrito 08;2807908161 Madrid sección 08161;Renta neta media por persona;2023;28.022
28079 Madrid;2807908 Madrid distrito 08;2807908162 Madrid sección 08162;Renta neta media por persona;2023;26.144
28079 Madrid;2807908 Madrid distrito 08;2807908163 Madrid sección 08163;Renta neta media por persona;2023;27.970
28079 Madrid;2807908 Madrid distrito 08;2807908164 Madrid sección 08164;Renta neta media por persona;2023;25.560
28079 Madrid;2807908 Madrid distrito 08;2807908165 Madrid sección 08165;Renta neta media por persona;2023;28.637
28079 Madrid;2807908 Madrid distrito 08;2807908166 Madrid sección 08166;Renta neta media por persona;2023;21.618
28079 Madrid;2807908 Madrid distrito 08;2807908167 Madrid sección 08167;Renta neta media por persona;2023;26.692
28079 Madrid;2807908 Madrid distrito 08;2807908168 Madrid sección 08168;Renta neta media por persona;2023;18.046
28079 Madrid;2807908 Madrid distrito 08;2807908169 Madrid sección 08169;Renta neta media por persona;2023;24.475
28079 Madrid;2807908 Madrid distrito 08;2807908170 Madrid sección 08170;Renta neta media por persona;2023;22.855
28079 Madrid;2807908 Madrid distrito 08;2807908171 Madrid sección 08171;Renta neta media por persona;2023;23.215
28079 Madrid;2807908 Madrid distrito 08;2807908172 Madrid sección 08172;Renta neta media por persona;2023;20.769
28079 Madrid;2807908 Madrid distrito 08;2807908173 Madrid sección 08173;Renta neta media por persona;2023;29.201
28079 Madrid;2807908 Madrid distrito 08;2807908174 Madrid sección 08174;Renta neta media por persona;2023;23.134
28079 Madrid;2807908 Madrid distrito 08;2807908175 Madrid sección 08175;Renta neta media por persona;2023;36.918
28079 Madrid;2807908 Madrid distrito 08;2807908176 Madrid sección 08176;Renta neta media por persona;2023;31.037
28079 Madrid;2807908 Madrid distrito 08;2807908177 Madrid sección 08177;Renta neta media por persona;2023;21.059
28079 Madrid;2807908 Madrid distrito 08;2807908178 Madrid sección 08178;Renta neta media por persona;2023;26.024
28079 Madrid;2807908 Madrid distrito 08;2807908179 Madrid sección 08179;Renta neta media por persona;2023;20.153
28079 Madrid;2807908 Madrid distrito 08;2807908180 Madrid sección 08180;Renta neta media por persona;2023;22.666
28079 Madrid;2807908 Madrid distrito 08;2807908181 Madrid sección 08181;Renta neta media por persona;2023;27.428
28079 Madrid;2807908 Madrid distrito 08;2807908182 Madrid sección 08182;Renta neta media por persona;2023;32.498
28079 Madrid;2807908 Madrid distrito 08;2807908183 Madrid sección 08183;Renta neta media por persona;2023;27.505
28079 Madrid;2807908 Madrid distrito 08;2807908184 Madrid sección 08184;Renta neta media por persona;2023;26.603
28079 Madrid;2807908 Madrid distrito 08;2807908185 Madrid sección 08185;Renta neta media por persona;2023;22.770
28079 Madrid;2807908 Madrid distrito 08;2807908186 Madrid sección 08186;Renta neta media por persona;2023;21.684
28079 Madrid;2807908 Madrid distrito 08;2807908187 Madrid sección 08187;Renta neta media por persona;2023;24.694
28079 Madrid;2807908 Madrid distrito 08;2807908188 Madrid sección 08188;Renta neta media por persona;2023;19.443
28079 Madrid;2807908 Madrid distrito 08;2807908189 Madrid sección 08189;Renta neta media por persona;2023;28.792
28079 Madrid;2807908 Madrid distrito 08;2807908190 Madrid sección 08190;Renta neta media por persona;2023;30.695
28079 Madrid;2807908 Madrid distrito 08;2807908191 Madrid sección 08191;Renta neta media por persona;2023;27.895
28079 Madrid;2807909 Madrid distrito 09;2807909001 Madrid sección 09001;Renta neta media por persona;2023;21.377
28079 Madrid;2807909 Madrid distrito 09;2807909002 Madrid sección 09002;Renta neta media por persona;2023;20.734
28079 Madrid;2807909 Madrid distrito 09;2807909004 Madrid sección 09004;Renta neta media por persona;2023;19.928
28079 Madrid;2807909 Madrid distrito 09;2807909005 Madrid sección 09005;Renta neta media por persona;2023;18.148
28079 Madrid;2807909 Madrid distrito 09;2807909006 Madrid sección 09006;Renta neta media por persona;2023;22.654
28079 Madrid;2807909 Madrid distrito 09;2807909007 Madrid sección 09007;Renta neta media por persona;2023;21.922
28079 Madrid;2807909 Madrid distrito 09;2807909008 Madrid sección 09008;Renta neta media por persona;2023;26.946
28079 Madrid;2807909 Madrid distrito 09;2807909009 Madrid sección 09009;Renta neta media por persona;2023;21.181
28079 Madrid;2807909 Madrid distrito 09;2807909010 Madrid sección 09010;Renta neta media por persona;2023;29.528
28079 Madrid;2807909 Madrid distrito 09;2807909011 Madrid sección 09011;Renta neta media por persona;2023;26.463
28079 Madrid;2807909 Madrid distrito 09;2807909012 Madrid sección 09012;Renta neta media por persona;2023;23.638
28079 Madrid;2807909 Madrid distrito 09;2807909013 Madrid sección 09013;Renta neta media por persona;2023;20.856
28079 Madrid;2807909 Madrid distrito 09;2807909014 Madrid sección 09014;Renta neta media por persona;2023;31.156
28079 Madrid;2807909 Madrid distrito 09;2807909015 Madrid sección 09015;Renta neta media por persona;2023;27.568
28079 Madrid;2807909 Madrid distrito 09;2807909016 Madrid sección 09016;Renta neta media por persona;2023;23.294
28079 Madrid;2807909 Madrid distrito 09;2807909017 Madrid sección 09017;Renta neta media por persona;2023;27.315
28079 Madrid;2807909 Madrid distrito 09;2807909018 Madrid sección 09018;Renta neta media por persona;2023;36.918
28079 Madrid;2807909 Madrid distrito 09;2807909019 Madrid sección 09019;Renta neta media por persona;2023;35.967
28079 Madrid;2807909 Madrid distrito 09;2807909020 Madrid sección 09020;Renta neta media por persona;2023;36.699
28079 Madrid;2807909 Madrid distrito 09;2807909021 Madrid sección 09021;Renta neta media por persona;2023;33.848
28079 Madrid;2807909 Madrid distrito 09;2807909022 Madrid sección 09022;Renta neta media por persona;2023;28.415
28079 Madrid;2807909 Madrid distrito 09;2807909023 Madrid sección 09023;Renta neta media por persona;2023;23.831
28079 Madrid;2807909 Madrid distrito 09;2807909024 Madrid sección 09024;Renta neta media por persona;2023;31.130
28079 Madrid;2807909 Madrid distrito 09;2807909025 Madrid sección 09025;Renta neta media por persona;2023;28.946
28079 Madrid;2807909 Madrid distrito 09;2807909026 Madrid sección 09026;Renta neta media por persona;2023;20.186
28079 Madrid;2807909 Madrid distrito 09;2807909028 Madrid sección 09028;Renta neta media por persona;2023;26.784
28079 Madrid;2807909 Madrid distrito 09;2807909029 Madrid sección 09029;Renta neta media por persona;2023;26.484
28079 Madrid;2807909 Madrid distrito 09;2807909030 Madrid sección 09030;Renta neta media por persona;2023;36.631
28079 Madrid;2807909 Madrid distrito 09;2807909031 Madrid sección 09031;Renta neta media por persona;2023;25.071
28079 Madrid;2807909 Madrid distrito 09;2807909033 Madrid sección 09033;Renta neta media por persona;2023;29.407
28079 Madrid;2807909 Madrid distrito 09;2807909034 Madrid sección 09034;Renta neta media por persona;2023;34.536
28079 Madrid;2807909 Madrid distrito 09;2807909035 Madrid sección 09035;Renta neta media por persona;2023;29.921
28079 Madrid;2807909 Madrid distrito 09;2807909036 Madrid sección 09036;Renta neta media por persona;2023;22.063
28079 Madrid;2807909 Madrid distrito 09;2807909037 Madrid sección 09037;Renta neta media por persona;2023;31.607
28079 Madrid;2807909 Madrid distrito 09;2807909038 Madrid sección 09038;Renta neta media por persona;2023;25.633
28079 Madrid;2807909 Madrid distrito 09;2807909039 Madrid sección 09039;Renta neta media por persona;2023;23.816
28079 Madrid;2807909 Madrid distrito 09;2807909040 Madrid sección 09040;Renta neta media por persona;2023;21.693
28079 Madrid;2807909 Madrid distrito 09;2807909041 Madrid sección 09041;Renta neta media por persona;2023;34.930
28079 Madrid;2807909 Madrid distrito 09;2807909043 Madrid sección 09043;Renta neta media por persona;2023;36.918
28079 Madrid;2807909 Madrid distrito 09;2807909044 Madrid sección 09044;Renta neta media por persona;2023;28.353
28079 Madrid;2807909 Madrid distrito 09;2807909045 Madrid sección 09045;Renta neta media por persona;2023;32.749
28079 Madrid;2807909 Madrid distrito 09;2807909046 Madrid sección 09046;Renta neta media por persona;2023;26.295
28079 Madrid;2807909 Madrid distrito 09;2807909047 Madrid sección 09047;Renta neta media por persona;2023;20.773
28079 Madrid;2807909 Madrid distrito 09;2807909049 Madrid sección 09049;Renta neta media por persona;2023;17.659
28079 Madrid;2807909 Madrid distrito 09;2807909050 Madrid sección 09050;Renta neta media por persona;2023;17.122
28079 Madrid;2807909 Madrid distrito 09;2807909051 Madrid sección 09051;Renta neta media por persona;2023;20.505
28079 Madrid;2807909 Madrid distrito 09;2807909052 Madrid sección 09052;Renta neta media por persona;2023;19.018
28079 Madrid;2807909 Madrid distrito 09;2807909053 Madrid sección 09053;Renta neta media por persona;2023;24.308
28079 Madrid;2807909 Madrid distrito 09;2807909054 Madrid sección 09054;Renta neta media por persona;2023;14.018
28079 Madrid;2807909 Madrid distrito 09;2807909055 Madrid sección 09055;Renta neta media por persona;2023;20.344
28079 Madrid;2807909 Madrid distrito 09;2807909056 Madrid sección 09056;Renta neta media por persona;2023;23.156
28079 Madrid;2807909 Madrid distrito 09;2807909057 Madrid sección 09057;Renta neta media por persona;2023;15.556
28079 Madrid;2807909 Madrid distrito 09;2807909058 Madrid sección 09058;Renta neta media por persona;2023;13.893
28079 Madrid;2807909 Madrid distrito 09;2807909060 Madrid sección 09060;Renta neta media por persona;2023;14.410
28079 Madrid;2807909 Madrid distrito 09;2807909061 Madrid sección 09061;Renta neta media por persona;2023;13.105
28079 Madrid;2807909 Madrid distrito 09;2807909063 Madrid sección 09063;Renta neta media por persona;2023;18.189
28079 Madrid;2807909 Madrid distrito 09;2807909064 Madrid sección 09064;Renta neta media por persona;2023;13.203
28079 Madrid;2807909 Madrid distrito 09;2807909065 Madrid sección 09065;Renta neta media por persona;2023;12.722
28079 Madrid;2807909 Madrid distrito 09;2807909066 Madrid sección 09066;Renta neta media por persona;2023;14.274
28079 Madrid;2807909 Madrid distrito 09;2807909067 Madrid sección 09067;Renta neta media por persona;2023;12.786
28079 Madrid;2807909 Madrid distrito 09;2807909068 Madrid sección 09068;Renta neta media por persona;2023;15.123
28079 Madrid;2807909 Madrid distrito 09;2807909069 Madrid sección 09069;Renta neta media por persona;2023;17.447
28079 Madrid;2807909 Madrid distrito 09;2807909070 Madrid sección 09070;Renta neta media por persona;2023;23.417
28079 Madrid;2807909 Madrid distrito 09;2807909071 Madrid sección 09071;Renta neta media por persona;2023;36.918
28079 Madrid;2807909 Madrid distrito 09;2807909072 Madrid sección 09072;Renta neta media por persona;2023;16.672
28079 Madrid;2807909 Madrid distrito 09;2807909073 Madrid sección 09073;Renta neta media por persona;2023;36.918
28079 Madrid;2807909 Madrid distrito 09;2807909074 Madrid sección 09074;Renta neta media por persona;2023;19.481
28079 Madrid;2807909 Madrid distrito 09;2807909075 Madrid sección 09075;Renta neta media por persona;2023;33.056
28079 Madrid;2807909 Madrid distrito 09;2807909076 Madrid sección 09076;Renta neta media por persona;2023;13.144
28079 Madrid;2807909 Madrid distrito 09;2807909077 Madrid sección 09077;Renta neta media por persona;2023;18.578
28079 Madrid;2807909 Madrid distrito 09;2807909078 Madrid sección 09078;Renta neta media por persona;2023;36.918
28079 Madrid;2807909 Madrid distrito 09;2807909079 Madrid sección 09079;Renta neta media por persona;2023;25.887
28079 Madrid;2807909 Madrid distrito 09;2807909080 Madrid sección 09080;Renta neta media por persona;2023;28.417
28079 Madrid;2807909 Madrid distrito 09;2807909081 Madrid sección 09081;Renta neta media por persona;2023;27.751
